"","p","s","d","v","el","vp","klast"
"609",0.55,9,346,0,46,0.95289748,0
"610",0.55,9,346,0,46,0.992960688,0
"611",0.55,9,351,1,46,1.014601809,0
"612",0.55,8,351,0,46,0.999640165,0
"613",0.55,8,351,0,46,0.997847039,0
"614",0.55,11,351,1,46,1.008577484,0
"615",0.55,9,351,0,46,0.998368707,0
"616",0.55,9,351,1,46,1.008833846,0
"617",0.55,10,351,0,46,0.984454572,0
"618",0.55,8,351,0,46,0.989079806,0
"619",0.55,9,351,0,46,0.952206597,0
"620",0.55,9,351,0,46,0.993497691,0
"621",0.55,8,356,1,46,1.005686487,0
"622",0.55,7,356,0,46,0.999537809,0
"623",0.55,7,356,0,46,0.995229681,0
"624",0.55,6,356,1,46,1.02708333,0
"625",0.55,7,356,0,46,0.999467619,0
"626",0.55,7,356,1,46,1.011955685,0
"627",0.55,8,356,0,46,0.986070763,0
"628",0.55,7,356,0,46,0.990322056,0
"629",0.55,6,356,0,46,0.956284374,0
"630",0.55,7,356,0,46,0.991688573,0
"631",0.55,10,361,1,46,1.005251944,0
"632",0.55,7,361,0,46,0.999270423,0
"633",0.55,8,361,0,46,1.001814955,0
"634",0.55,8,361,1,46,1.016017466,0
"635",0.55,10,361,0,46,1.000075357,0
"636",0.55,8,361,1,46,1.012351305,0
"637",0.55,8,361,1,46,1.014661921,0
"638",0.55,8,361,0,46,0.989701891,0
"639",0.55,7,361,0,46,0.956420631,0
"640",0.55,7,361,0,46,0.991788998,0
"641",0.55,10,366,1,46,1.005189996,0
"642",0.55,8,366,0,46,0.999907372,0
"643",0.55,9,366,0,46,0.99879361,0
"644",0.55,10,366,1,46,1.012821701,0
"645",0.55,9,366,0,46,1.001098438,0
"646",0.55,8,366,1,46,1.012883208,0
"647",0.55,8,366,1,46,1.015129532,0
"648",0.55,8,366,0,46,0.990121723,0
"649",0.55,8,366,0,46,0.954776963,0
"650",0.55,7,366,0,46,0.992237438,0
"651",0.55,10,371,1,46,1.005120509,0
"652",0.55,10,371,0,46,0.997045305,0
"653",0.55,11,371,0,46,0.994480705,0
"654",0.55,10,371,1,46,1.011409353,0
"655",0.55,8,371,0,46,1.002055635,0
"656",0.55,9,371,1,46,1.013304275,0
"657",0.55,10,371,1,46,1.015008641,0
"658",0.55,8,371,0,46,0.990507635,0
"659",0.55,10,371,0,46,0.967592512,0
"660",0.55,9,371,1,46,1.010460426,0
"661",0.55,9,376,0,46,1.004682045,0
"662",0.55,10,376,0,46,0.996703656,0
"663",0.55,10,376,0,46,0.997532327,0
"664",0.55,9,376,1,46,1.009804888,0
"665",0.55,8,376,0,46,1.002761056,0
"666",0.55,9,376,1,46,1.01387182,0
"667",0.55,10,376,1,46,1.015482074,0
"668",0.55,9,376,0,46,0.996956329,0
"669",0.55,10,376,0,46,0.967821998,0
"670",0.55,9,376,1,46,1.010340612,0
"671",0.55,10,381,0,46,0.998418271,0
"672",0.55,10,381,0,46,0.996199719,0
"673",0.55,10,381,0,46,0.996962336,0
"674",0.55,9,381,1,46,1.009067935,0
"675",0.55,8,381,0,46,1.003088213,0
"676",0.55,9,381,1,46,1.014249956,0
"677",0.55,10,381,1,46,1.015856304,0
"678",0.55,8,381,0,46,0.990948378,0
"679",0.55,9,381,0,46,0.957004958,0
"680",0.55,11,381,0,46,1.000045949,0
"681",0.55,9,386,0,46,0.998261275,0
"682",0.55,10,386,0,46,0.995927781,0
"683",0.55,9,386,0,46,0.996476796,0
"684",0.55,8,386,1,46,1.01640745,0
"685",0.55,8,386,0,46,1.003757452,0
"686",0.55,8,386,1,46,1.014883057,0
"687",0.55,8,386,1,46,1.016923255,0
"688",0.55,8,386,0,46,0.988040508,0
"689",0.55,8,386,0,46,0.956439901,0
"690",0.55,8,386,1,46,1.00525653,0
"691",0.55,10,391,0,46,0.99644929,0
"692",0.55,10,391,0,46,0.997219134,0
"693",0.55,10,391,0,46,0.996161923,0
"694",0.55,10,391,1,46,1.007685884,0
"695",0.55,8,391,0,46,1.004401289,0
"696",0.55,8,391,1,46,1.015430491,0
"697",0.55,8,391,1,46,1.028438936,0
"698",0.55,8,391,0,46,0.988337722,0
"699",0.55,8,391,0,46,0.95706203,0
"700",0.55,8,391,1,46,1.005193262,0
"701",0.55,8,396,0,46,0.997726094,0
"702",0.55,9,396,0,46,0.997626209,0
"703",0.55,9,396,0,46,0.995489089,0
"704",0.55,9,396,1,46,1.006296819,0
"705",0.55,8,396,1,46,1.00502226,0
"706",0.55,9,396,1,46,1.019546372,0
"707",0.55,8,396,1,46,1.0178694,0
"708",0.55,8,396,0,46,0.978392273,0
"709",0.55,9,396,0,46,0.958901115,0
"710",0.55,9,396,1,46,1.005562648,0
"711",0.55,10,401,0,46,0.996596765,0
"712",0.55,10,401,0,46,0.994207967,0
"713",0.55,10,401,0,46,0.997094457,0
"714",0.55,9,401,1,46,1.006021242,0
"715",0.55,9,401,1,46,1.005762962,0
"716",0.55,8,401,1,46,1.016385366,0
"717",0.55,8,401,1,46,1.018294355,0
"718",0.55,8,401,0,46,0.978399679,0
"719",0.55,8,401,0,46,0.95741996,0
"720",0.55,9,401,0,46,1.002454189,0
"721",0.55,10,406,0,46,0.996633084,0
"722",0.55,10,406,0,46,0.994181152,0
"723",0.55,12,406,0,46,0.990770413,0
"724",0.55,10,406,0,46,0.988141284,0
"725",0.55,9,406,1,46,1.00637592,0
"726",0.55,8,406,1,46,1.015539457,0
"727",0.55,8,406,1,46,1.030061984,0
"728",0.55,8,406,0,46,0.979031272,0
"729",0.55,8,406,0,46,0.954825276,0
"730",0.55,9,406,0,46,1.002170453,0
"731",0.55,10,411,0,46,0.996675816,0
"732",0.55,10,411,0,46,0.997675202,0
"733",0.55,12,411,0,46,0.988997381,0
"734",0.55,11,411,0,46,1.003763126,0
"735",0.55,9,411,1,46,1.006964594,0
"736",0.55,9,411,1,46,1.027711953,0
"737",0.55,8,411,1,46,1.030270392,0
"738",0.55,8,411,0,46,0.979644056,0
"739",0.55,8,411,0,46,0.955450358,0
"740",0.55,9,411,0,46,1.002640498,0
"741",0.55,8,416,0,46,0.9965993,0
"742",0.55,10,416,0,46,0.997563789,0
"743",0.55,12,416,0,46,0.989012602,0
"744",0.55,11,416,0,46,1.002434956,0
"745",0.55,9,416,1,46,1.007531831,0
"746",0.55,9,416,1,46,1.028581542,0
"747",0.55,8,416,1,46,1.030485149,0
"748",0.55,8,416,0,46,0.980237835,0
"749",0.55,9,416,0,46,0.96939731,0
"750",0.55,9,416,0,46,1.00312352,0
"751",0.55,8,421,0,46,0.996489704,0
"752",0.55,9,421,0,46,0.997368439,0
"753",0.55,11,421,0,46,0.992397464,0
"754",0.55,11,421,0,46,1.000100391,0
"755",0.55,9,421,1,46,1.007817209,0
"756",0.55,10,421,1,46,1.024738738,0
"757",0.55,8,421,1,46,1.031025456,0
"758",0.55,8,421,0,46,0.98024312,0
"759",0.55,9,421,0,46,0.968753904,0
"760",0.55,9,421,0,46,1.003415526,0
"761",0.55,8,426,0,46,0.997626975,0
"762",0.55,10,426,0,46,0.998497553,0
"763",0.55,11,426,0,46,0.99217321,0
"764",0.55,11,426,0,46,1.000256027,0
"765",0.55,11,426,1,46,1.007398465,0
"766",0.55,10,426,1,46,1.026676242,0
"767",0.55,10,426,1,46,1.039952335,0
"768",0.55,8,426,0,46,0.980813103,0
"769",0.55,10,426,0,46,0.967572151,0
"770",0.55,9,426,0,46,1.003915995,0
"771",0.55,9,431,0,46,0.997261077,0
"772",0.55,10,431,0,46,0.995192455,0
"773",0.55,11,431,0,46,0.992003819,0
"774",0.55,12,431,0,46,0.99655449,0
"775",0.55,11,431,1,46,1.013654763,0
"776",0.55,10,431,1,46,1.028292689,0
"777",0.55,9,431,1,46,1.038057355,0
"778",0.55,9,431,1,46,1.024172132,0
"779",0.55,9,431,0,46,0.969067662,0
"780",0.55,8,431,0,46,0.996768631,0
"781",0.55,9,436,0,46,0.999423346,0
"782",0.55,10,436,0,46,0.995245798,0
"783",0.55,10,436,0,46,0.996377957,0
"784",0.55,12,436,0,46,0.996761122,0
"785",0.55,10,436,1,46,1.013233195,0
"786",0.55,11,436,1,46,1.033530019,0
"787",0.55,9,436,1,46,1.038355226,0
"788",0.55,9,436,1,46,1.021135522,0
"789",0.55,8,436,0,46,0.975126983,0
"790",0.55,9,436,0,46,0.992626191,0
"791",0.55,9,441,0,46,0.99934152,0
"792",0.55,10,441,0,46,0.99516908,0
"793",0.55,11,441,0,46,0.9915065,0
"794",0.55,12,441,0,46,0.996730957,0
"795",0.55,11,441,1,46,1.014381311,0
"796",0.55,11,441,0,46,1.000308361,0
"797",0.55,9,441,1,46,1.038285279,0
"798",0.55,9,441,1,46,1.02113401,0
"799",0.55,10,441,0,46,0.98411155,0
"800",0.55,9,441,0,46,0.992694598,0
"801",0.55,9,446,0,46,0.998842656,0
"802",0.55,12,446,0,46,0.996736579,0
"803",0.55,9,446,0,46,0.996233434,0
"804",0.55,12,446,0,46,0.997033498,0
"805",0.55,10,446,1,46,1.013752237,0
"806",0.55,11,446,0,46,1.000818883,0
"807",0.55,9,446,1,46,1.020315283,0
"808",0.55,9,446,1,46,1.01814066,0
"809",0.55,7,446,0,46,0.977888753,0
"810",0.55,9,446,0,46,0.993252396,0
"811",0.55,9,451,0,46,0.998767905,0
"812",0.55,11,451,0,46,0.996783422,0
"813",0.55,11,451,0,46,0.987424419,0
"814",0.55,12,451,1,46,1.006236782,0
"815",0.55,11,451,1,46,1.012482672,0
"816",0.55,9,451,1,46,1.008761589,0
"817",0.55,9,451,1,46,1.023993673,0
"818",0.55,9,451,1,46,1.015271286,0
"819",0.55,10,451,0,46,0.97674691,0
"820",0.55,10,451,0,46,0.999698301,0
"821",0.55,9,456,0,46,0.997517624,0
"822",0.55,8,456,0,46,0.997889854,0
"823",0.55,11,456,0,46,0.987716106,0
"824",0.55,10,456,1,46,1.005093655,0
"825",0.55,11,456,1,46,1.012904123,0
"826",0.55,8,456,1,46,1.009358716,0
"827",0.55,9,456,1,46,1.024364733,0
"828",0.55,10,456,0,46,1.004789273,0
"829",0.55,10,456,0,46,0.976323167,0
"830",0.55,10,456,0,46,1.000105768,0
"831",0.55,7,461,0,46,0.996893379,0
"832",0.55,8,461,0,46,0.996561414,0
"833",0.55,11,461,0,46,0.987670723,0
"834",0.55,10,461,0,46,1.00470221,0
"835",0.55,9,461,1,46,1.014661579,0
"836",0.55,9,461,1,46,1.009134306,0
"837",0.55,7,461,1,46,1.006924751,0
"838",0.55,9,461,0,46,0.979774187,0
"839",0.55,9,461,0,46,0.992877508,0
"840",0.55,9,461,0,46,1.002031269,0
"841",0.55,6,466,0,46,0.998818438,0
"842",0.55,9,466,0,46,0.997617284,0
"843",0.55,10,466,0,46,0.991168778,0
"844",0.55,10,466,0,46,1.004674949,0
"845",0.55,10,466,1,46,1.01639298,0
"846",0.55,9,466,1,46,1.009448889,0
"847",0.55,9,466,1,46,1.024714884,0
"848",0.55,10,466,0,46,0.958348106,0
"849",0.55,10,466,0,46,0.967330745,0
"850",0.55,10,466,1,46,1.010609733,0
"851",0.55,6,471,0,46,0.998056073,0
"852",0.55,9,471,0,46,0.997562671,0
"853",0.55,10,471,0,46,0.997525576,0
"854",0.55,10,471,0,46,1.004690062,0
"855",0.55,10,471,1,46,1.016818882,0
"856",0.55,8,471,1,46,1.009993355,0
"857",0.55,8,471,1,46,1.013291425,0
"858",0.55,10,471,0,46,0.95547552,0
"859",0.55,10,471,0,46,0.967296885,0
"860",0.55,9,471,1,46,1.015257185,0
"861",0.55,6,476,0,46,1.000676062,0
"862",0.55,9,476,0,46,0.997736342,0
"863",0.55,7,476,0,46,0.997123668,0
"864",0.55,11,476,1,46,1.005375502,0
"865",0.55,10,476,1,46,1.017219453,0
"866",0.55,11,476,1,46,1.008112581,0
"867",0.55,11,476,1,46,1.017216305,0
"868",0.55,10,476,0,46,0.952867199,0
"869",0.55,10,476,0,46,0.967266688,0
"870",0.55,9,476,1,46,1.015857282,0
"871",0.55,6,481,0,46,1.000921353,0
"872",0.55,6,481,0,46,0.99682939,0
"873",0.55,6,481,0,46,0.998650185,0
"874",0.55,11,481,0,46,1.001268378,0
"875",0.55,11,481,1,46,1.007451769,0
"876",0.55,11,481,1,46,1.008140033,0
"877",0.55,11,481,1,46,1.017296082,0
"878",0.55,10,481,0,46,0.945387414,0
"879",0.55,11,481,0,46,0.967560241,0
"880",0.55,9,481,1,46,1.016406655,0
"881",0.55,6,486,0,46,1.000539587,0
"882",0.55,8,486,0,46,0.997325575,0
"883",0.55,10,486,0,46,0.997611888,0
"884",0.55,11,486,1,46,1.013757985,0
"885",0.55,11,486,1,46,1.013144845,0
"886",0.55,11,486,1,46,1.008405392,0
"887",0.55,11,486,1,46,1.017414909,0
"888",0.55,11,486,0,46,0.963904708,0
"889",0.55,10,486,0,46,0.966573709,0
"890",0.55,9,486,1,46,1.016970035,0
"891",0.55,6,491,0,46,0.99947804,0
"892",0.55,8,491,0,46,0.999064492,0
"893",0.55,10,491,0,46,0.997464019,0
"894",0.55,11,491,1,46,1.013166818,0
"895",0.55,11,491,0,46,1.000532407,0
"896",0.55,11,491,1,46,1.010015763,0
"897",0.55,11,491,0,46,1.002277219,0
"898",0.55,11,491,0,46,0.962354762,0
"899",0.55,12,491,0,46,0.968781183,0
"900",0.55,10,491,1,46,1.016917637,0
"901",0.55,7,496,0,46,1.000025775,0
"902",0.55,7,496,0,46,0.999177669,0
"903",0.55,11,496,0,46,0.995929485,0
"904",0.55,11,496,1,46,1.012579026,0
"905",0.55,11,496,0,46,1.000427788,0
"906",0.55,12,496,0,46,1.002822984,0
"907",0.55,11,496,0,46,1.002180418,0
"908",0.55,10,496,0,46,0.968805625,0
"909",0.55,11,496,0,46,0.969235297,0
"910",0.55,10,496,1,46,1.017342292,0
"911",0.55,6,501,0,46,0.999696903,0
"912",0.55,7,501,0,46,0.999239465,0
"913",0.55,10,501,0,46,0.995127192,0
"914",0.55,10,501,1,46,1.009103139,0
"915",0.55,11,501,0,46,1.000363948,0
"916",0.55,12,501,0,46,1.002745216,0
"917",0.55,10,501,0,46,1.003304002,0
"918",0.55,10,501,0,46,0.967944864,0
"919",0.55,12,501,0,46,0.968462388,0
"920",0.55,12,501,1,46,1.020088786,0
"921",0.55,10,506,0,46,0.996182443,0
"922",0.55,6,506,0,46,0.999384455,0
"923",0.55,9,506,0,46,0.998500919,0
"924",0.55,11,506,1,46,1.011691761,0
"925",0.55,11,506,0,46,1.000260925,0
"926",0.55,11,506,1,46,1.005351478,0
"927",0.55,10,506,0,46,1.003164775,0
"928",0.55,12,506,0,46,0.975641409,0
"929",0.55,12,506,0,46,0.96842463,0
"930",0.55,12,506,1,46,1.02060884,0
"931",0.55,13,511,0,46,0.983972127,0
"932",0.55,11,511,0,46,0.997491506,0
"933",0.55,9,511,0,46,0.998349192,0
"934",0.55,9,511,1,46,1.008041085,0
"935",0.55,11,511,0,46,1.000131681,0
"936",0.55,11,511,0,46,1.002039867,0
"937",0.55,10,511,0,46,1.003044801,0
"938",0.55,9,511,0,46,0.967148673,0
"939",0.55,11,511,0,46,0.981254556,0
"940",0.55,12,511,1,46,1.02222274,0
"941",0.55,11,516,0,46,0.988993129,0
"942",0.55,8,516,0,46,0.999204371,0
"943",0.55,8,516,0,46,1.001011751,0
"944",0.55,8,516,0,46,0.996384234,0
"945",0.55,9,516,0,46,0.999788086,0
"946",0.55,10,516,0,46,1.001665586,0
"947",0.55,11,516,0,46,0.996004047,0
"948",0.55,11,516,0,46,0.969816756,0
"949",0.55,11,516,0,46,0.981172897,0
"950",0.55,11,516,1,46,1.022990936,0
"951",0.55,12,521,0,46,0.989204426,0
"952",0.55,10,521,0,46,0.999176711,0
"953",0.55,7,521,0,46,1.000179239,0
"954",0.55,7,521,0,46,0.996603777,0
"955",0.55,8,521,0,46,1.000937265,0
"956",0.55,11,521,0,46,1.002142792,0
"957",0.55,10,521,0,46,1.001485999,0
"958",0.55,10,521,0,46,0.975778544,0
"959",0.55,10,521,0,46,0.984112565,0
"960",0.55,10,521,1,46,1.018839334,0
"961",0.55,8,526,0,46,0.991384788,0
"962",0.55,11,526,0,46,0.999999617,0
"963",0.55,7,526,0,46,1.000307401,0
"964",0.55,6,526,0,46,1.001204304,0
"965",0.55,9,526,0,46,0.999633276,0
"966",0.55,10,526,0,46,1.001928268,0
"967",0.55,9,526,0,46,1.000546072,0
"968",0.55,10,526,0,46,0.974961656,0
"969",0.55,10,526,0,46,0.980251428,0
"970",0.55,10,526,1,46,1.0191946,0
"971",0.55,7,531,0,46,0.993102054,0
"972",0.55,9,531,0,46,0.998328139,0
"973",0.55,10,531,0,46,0.999747762,0
"974",0.55,6,531,0,46,0.997974746,0
"975",0.55,6,531,0,46,1.001649106,0
"976",0.55,10,531,0,46,1.001778192,0
"977",0.55,10,531,0,46,0.993011145,0
"978",0.55,9,531,1,46,1.008669027,0
"979",0.55,10,531,0,46,0.980014186,0
"980",0.55,9,531,1,46,1.018617363,0
"981",0.55,7,536,0,46,0.994448156,0
"982",0.55,6,536,0,46,1.001792863,0
"983",0.55,8,536,0,46,0.999939894,0
"984",0.55,7,536,0,46,0.997897287,0
"985",0.55,7,536,0,46,1.001973223,0
"986",0.55,9,536,0,46,1.000987649,0
"987",0.55,10,536,0,46,1.000323478,0
"988",0.55,9,536,1,46,1.00847403,0
"989",0.55,10,536,0,46,0.979054661,0
"990",0.55,9,536,1,46,1.019922669,0
"991",0.55,6,541,0,46,0.993162965,0
"992",0.55,7,541,0,46,1.000808107,0
"993",0.55,8,541,0,46,1.001214508,0
"994",0.55,7,541,0,46,0.99573873,0
"995",0.55,7,541,0,46,1.001933341,0
"996",0.55,9,541,0,46,1.000938123,0
"997",0.55,10,541,0,46,1.000277827,0
"998",0.55,9,541,1,46,1.008407797,0
"999",0.55,9,541,0,46,0.975850319,0
"1000",0.55,9,541,1,46,1.020132087,0
"1001",0.55,8,546,0,46,0.988551147,0
"1002",0.55,6,546,0,46,1.001537942,0
"1003",0.55,9,546,0,46,1.000710159,0
"1004",0.55,10,546,0,46,0.999410497,0
"1005",0.55,7,546,0,46,0.996362301,0
"1006",0.55,9,546,1,46,1.011208148,0
"1007",0.55,10,546,0,46,1.000166464,0
"1008",0.55,9,546,1,46,1.009011434,0
"1009",0.55,8,546,0,46,0.974879185,0
"1010",0.55,10,546,1,46,1.016804611,0
"1011",0.55,6,551,0,46,0.991184982,0
"1012",0.55,7,551,0,46,1.000795512,0
"1013",0.55,8,551,0,46,0.99929918,0
"1014",0.55,7,551,0,46,0.996302288,0
"1015",0.55,6,551,0,46,1.001262736,0
"1016",0.55,8,551,1,46,1.01216949,0
"1017",0.55,9,551,0,46,1.000176915,0
"1018",0.55,9,551,1,46,1.008901565,0
"1019",0.55,9,551,0,46,0.97907352,0
"1020",0.55,8,551,1,46,1.00920887,0
"1021",0.55,9,556,0,46,0.992280748,0
"1022",0.55,8,556,0,46,1.000170376,0
"1023",0.55,9,556,0,46,1.002923851,0
"1024",0.55,9,556,0,46,0.997338257,0
"1025",0.55,7,556,0,46,1.000388568,0
"1026",0.55,9,556,1,46,1.008150125,0
"1027",0.55,7,556,0,46,1.001482555,0
"1028",0.55,10,556,1,46,1.006521382,0
"1029",0.55,9,556,0,46,1.000029512,0
"1030",0.55,8,556,1,46,1.009063573,0
"1031",0.55,8,561,0,46,0.989719801,0
"1032",0.55,6,561,0,46,1.001365458,0
"1033",0.55,8,561,0,46,1.000080044,0
"1034",0.55,8,561,0,46,0.997164443,0
"1035",0.55,7,561,0,46,1.000405637,0
"1036",0.55,9,561,1,46,1.008760523,0
"1037",0.55,9,561,0,46,0.999639239,0
"1038",0.55,7,561,1,46,1.007836403,0
"1039",0.55,9,561,0,46,0.999978672,0
"1040",0.55,8,561,1,46,1.009045737,0
"1041",0.55,6,566,0,46,0.989629907,0
"1042",0.55,7,566,0,46,1.000808672,0
"1043",0.55,8,566,0,46,0.999609986,0
"1044",0.55,10,566,0,46,0.995750798,0
"1045",0.55,7,566,0,46,1.001009825,0
"1046",0.55,9,566,0,46,0.997370747,0
"1047",0.55,10,566,0,46,0.997723952,0
"1048",0.55,10,566,0,46,1.004970408,0
"1049",0.55,9,566,0,46,0.997515824,0
"1050",0.55,8,566,1,46,1.014219669,0
"1051",0.55,6,571,0,46,0.990070075,0
"1052",0.55,6,571,0,46,1.00135104,0
"1053",0.55,8,571,0,46,0.999326047,0
"1054",0.55,6,571,0,46,1.000658555,0
"1055",0.55,6,571,0,46,1.000545095,0
"1056",0.55,7,571,0,46,1.001106688,0
"1057",0.55,7,571,0,46,1.000105939,0
"1058",0.55,9,571,1,46,1.006415757,0
"1059",0.55,7,571,0,46,0.999858552,0
"1060",0.55,8,571,1,46,1.014987446,0
"1061",0.55,6,576,0,46,0.988879302,0
"1062",0.55,6,576,0,46,1.000744451,0
"1063",0.55,6,576,0,46,1.000687884,0
"1064",0.55,7,576,0,46,1.000161751,0
"1065",0.55,9,576,0,46,1.001704481,0
"1066",0.55,8,576,0,46,1.00160208,0
"1067",0.55,9,576,0,46,0.999990394,0
"1068",0.55,7,576,1,46,1.009073652,0
"1069",0.55,7,576,0,46,1.000712907,0
"1070",0.55,8,576,1,46,1.009790255,0
"1071",0.55,6,581,0,46,0.988768904,0
"1072",0.55,6,581,0,46,1.000776298,0
"1073",0.55,6,581,0,46,1.00075877,0
"1074",0.55,7,581,0,46,0.998293284,0
"1075",0.55,8,581,0,46,1.000967151,0
"1076",0.55,7,581,0,46,1.000944947,0
"1077",0.55,8,581,0,46,1.00086372,0
"1078",0.55,7,581,1,46,1.009025951,0
"1079",0.55,7,581,0,46,1.000885401,0
"1080",0.55,11,581,1,46,1.017636762,0
"1081",0.55,6,586,0,46,0.986862364,0
"1082",0.55,6,586,0,46,1.000622792,0
"1083",0.55,6,586,0,46,1.000222282,0
"1084",0.55,6,586,0,46,0.99771239,0
"1085",0.55,8,586,0,46,1.000937525,0
"1086",0.55,9,586,0,46,1.000526065,0
"1087",0.55,9,586,0,46,1.000176986,0
"1088",0.55,9,586,1,46,1.009616561,0
"1089",0.55,10,586,0,46,0.998930801,0
"1090",0.55,8,586,1,46,1.008435315,0
"1091",0.55,6,591,0,46,0.992268912,0
"1092",0.55,6,591,0,46,1.000912482,0
"1093",0.55,6,591,0,46,1.000021225,0
"1094",0.55,6,591,0,46,0.997042955,0
"1095",0.55,8,591,0,46,1.001129749,0
"1096",0.55,8,591,0,46,1.001386995,0
"1097",0.55,8,591,0,46,1.000413611,0
"1098",0.55,9,591,1,46,1.00953659,0
"1099",0.55,9,591,0,46,1.000563899,0
"1100",0.55,7,591,1,46,1.007816233,0
"1101",0.55,6,596,0,46,0.981754709,0
"1102",0.53,6,596,0,46,1.000806584,0
"1103",0.53,6,596,0,46,0.998993937,0
"1104",0.55,6,596,0,46,0.999286498,0
"1105",0.55,6,596,0,46,1.00012871,0
"1106",0.55,7,596,0,46,1.000885487,0
"1107",0.55,7,596,0,46,0.9994218,0
"1108",0.55,9,596,1,46,1.005236063,0
"1109",0.55,9,596,0,46,0.999744113,0
"1110",0.55,8,596,1,46,1.007774394,0
"1111",0.55,6,601,0,46,0.987102053,0
"1112",0.53,6,601,0,46,1.000755217,0
"1113",0.53,6,601,0,46,0.998983952,0
"1114",0.55,6,601,0,46,0.998481758,0
"1115",0.55,6,601,0,46,1.000999721,0
"1116",0.55,7,601,0,46,1.000644854,0
"1117",0.55,8,601,0,46,0.999593405,0
"1118",0.55,9,601,1,46,1.005321441,0
"1119",0.55,11,601,0,46,0.998758646,0
"1120",0.55,8,601,1,46,1.007667014,0
"1121",0.54,6,606,0,46,0.984389813,0
"1122",0.52,6,606,0,46,1.002297499,0
"1123",0.5,6,606,0,46,1.000603488,0
"1124",0.52,6,606,0,46,0.993959231,0
"1125",0.55,6,606,0,46,1.000800171,0
"1126",0.55,6,606,0,46,1.000052842,0
"1127",0.55,6,606,0,46,1.000743295,0
"1128",0.55,9,606,1,46,1.005751555,0
"1129",0.55,10,606,0,46,0.996843394,0
"1130",0.55,6,606,0,46,1.001872062,0
"1131",0.52,6,611,0,46,0.983484668,0
"1132",0.52,6,611,0,46,1.003347077,0
"1133",0.51,6,611,0,46,1.001514353,0
"1134",0.5,6,611,0,46,0.993631657,0
"1135",0.54,6,611,0,46,1.000720799,0
"1136",0.55,6,611,0,46,1.000884154,0
"1137",0.55,6,611,0,46,0.995788483,0
"1138",0.55,7,611,0,46,1.000659495,0
"1139",0.55,7,611,1,46,1.008426212,0
"1140",0.55,6,611,0,46,1.000719182,0
"1141",0.51,6,616,0,46,0.980234327,0
"1142",0.5,6,616,0,46,1.003326314,0
"1143",0.5,6,616,0,46,1.00152048,0
"1144",0.48,6,616,1,46,1.005189199,0
"1145",0.5,6,616,0,46,0.996563289,0
"1146",0.53,6,616,0,46,1.000872308,0
"1147",0.55,6,616,0,46,0.995699054,0
"1148",0.55,7,616,0,46,1.000589114,0
"1149",0.55,6,616,0,46,1.001848345,0
"1150",0.55,6,616,1,46,1.007395365,0
"1151",0.51,6,621,0,46,0.980273155,0
"1152",0.5,6,621,0,46,1.003334279,0
"1153",0.5,6,621,0,46,1.001556779,0
"1154",0.48,6,621,1,46,1.005145638,0
"1155",0.5,6,621,0,46,0.995832874,0
"1156",0.53,6,621,0,46,1.000867553,0
"1157",0.55,6,621,0,46,0.995645725,0
"1158",0.55,7,621,0,46,1.000572586,0
"1159",0.55,8,621,1,46,1.017463824,0
"1160",0.55,6,621,1,46,1.007335515,0
"1161",0.5,6,626,0,46,0.979571313,0
"1162",0.48,6,626,0,46,0.996248705,0
"1163",0.49,6,626,1,46,1.006970779,0
"1164",0.46,6,626,1,46,1.008773877,0
"1165",0.49,6,626,0,46,0.993256032,0
"1166",0.49,6,626,0,46,0.999828649,0
"1167",0.54,6,626,0,46,0.996800771,0
"1168",0.55,6,626,0,46,1.001515851,0
"1169",0.55,6,626,1,46,1.009671992,0
"1170",0.55,6,626,0,46,1.001021467,0
"1171",0.5,6,631,0,46,0.993727321,0
"1172",0.46,6,631,1,46,1.012421064,0
"1173",0.46,6,631,1,46,1.005674142,0
"1174",0.48,6,631,1,46,1.008538392,0
"1175",0.47,6,631,0,46,0.992704863,0
"1176",0.49,6,631,0,46,1.000797102,0
"1177",0.51,6,631,0,46,0.994016638,0
"1178",0.55,6,631,0,46,1.001432713,0
"1179",0.55,6,631,0,46,1.000956232,0
"1180",0.54,6,631,0,46,1.000917398,0
"1181",0.5,6,636,0,46,0.991167675,0
"1182",0.47,6,636,0,46,1.002762989,0
"1183",0.47,6,636,1,46,1.006006098,0
"1184",0.45,6,636,0,46,1.003625151,0
"1185",0.46,6,636,0,46,0.993448214,0
"1186",0.48,6,636,1,46,1.015514516,0
"1187",0.5,6,636,0,46,0.993114986,0
"1188",0.52,6,636,0,46,1.000175938,0
"1189",0.54,6,636,0,46,1.000495415,0
"1190",0.52,6,636,1,46,1.00792426,0
"1191",0.5,6,641,0,46,0.991248769,0
"1192",0.47,6,641,0,46,1.002601932,0
"1193",0.47,6,641,1,46,1.005917119,0
"1194",0.45,6,641,0,46,1.00346991,0
"1195",0.46,6,641,0,46,0.993185851,0
"1196",0.48,6,641,1,46,1.015484421,0
"1197",0.5,6,641,0,46,0.993023499,0
"1198",0.52,6,641,0,46,1.000164897,0
"1199",0.54,6,641,0,46,1.000541752,0
"1200",0.52,6,641,1,46,1.00799967,0
